PDB Code,Ligand Name,C-C,C-N,C-O,C-F,C-P,C-S,C-Cl,C-Br,C-I,N-C,N-N,N-O,N-F,N-P,N-S,N-Cl,N-Br,N-I,O-C,O-N,O-O,O-F,O-P,O-S,O-Cl,O-Br,O-I,F-C,F-N,F-O,F-F,F-P,F-S,F-Cl,F-Br,F-I,P-C,P-N,P-O,P-F,P-P,P-S,P-Cl,P-Br,P-I,S-C,S-N,S-O,S-F,S-P,S-S,S-Cl,S-Br,S-I,Cl-C,Cl-N,Cl-O,Cl-F,Cl-P,Cl-S,Cl-Cl,Cl-Br,Cl-I,Br-C,Br-N,Br-O,Br-F,Br-P,Br-S,Br-Cl,Br-Br,Br-I,I-C,I-N,I-O,I-F,I-P,I-S,I-Cl,I-Br,I-I,Total Count,Binding Data
1HK4,1HK4_ligand,18925,5005,4945,0,0,228,0,0,0,125,39,39,0,0,0,0,0,0,4981,1361,1355,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,174,183,0,0,6,0,0,0,38022,5.31
1HA2,1HA2_ligand,19933,5167,5089,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,5797,1568,1575,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39500,5.54
1GNI,1GNI_ligand,22298,5817,5641,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,5304,1430,1447,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42287,8.07
1NHU,1NHU_ligand,6180,1828,1429,0,0,59,0,0,0,241,71,63,0,0,2,0,0,0,82845,22625,24735,0,0,933,0,0,0,380,122,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141580,5.66
2D3Z,2D3Z_ligand,5912,1662,1420,0,0,60,0,0,0,242,73,61,0,0,2,0,0,0,157742,44047,47244,0,0,1732,0,0,0,322,92,69,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,545,163,142,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261538,6.64
2D3U,2D3U_ligand,6279,1745,1491,0,0,63,0,0,0,554,161,130,0,0,6,0,0,0,100915,27997,30038,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,175,151,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171393,6.92
1AJP,1AJP_ligand,1769,433,508,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,85295,23103,25112,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136589,2.23
1AI5,1AI5_ligand,1731,421,494,0,0,11,0,0,0,227,58,69,0,0,3,0,0,0,86009,23283,25347,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138015,3.72
1AJQ,1AJQ_ligand,1366,354,393,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,85191,23086,25144,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,53,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136247,4.31
1GPK,1GPK_ligand,4956,1160,1385,0,0,34,0,0,0,674,164,190,0,0,4,0,0,0,63852,16876,18291,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108107,5.37
1H23,1H23_ligand,6835,1499,1814,0,0,30,0,0,0,937,210,259,0,0,4,0,0,0,40489,10331,11378,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74125,8.35
1E66,1E66_ligand,5014,1112,1334,0,0,35,0,0,0,594,127,155,0,0,5,0,0,0,60920,15979,17317,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103129,9.89
2RKM,2RKM_ligand,2583,680,768,0,0,26,0,0,0,876,222,261,0,0,8,0,0,0,66922,17700,20187,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110397,3.9
1B9J,1B9J_ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65121,17119,19392,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101784,5.96
1B7H,1B7H_ligand,1401,372,406,0,0,13,0,0,0,238,60,70,0,0,2,0,0,0,40830,10783,12350,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66651,8.02
1U2Y,1U2Y_ligand,1984,572,548,0,0,16,0,0,0,519,154,146,0,0,2,0,0,0,30825,8560,8834,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52415,1.74
1U33,1U33_ligand,4289,1230,1166,0,0,32,0,0,0,614,173,163,0,0,4,0,0,0,40122,11159,11556,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70817,4.6
1XD1,1XD1_ligand,6647,1916,1865,0,0,35,0,0,0,349,105,100,0,0,3,0,0,0,24957,6881,7047,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50095,7.92
1UWT,1UWT_ligand,3097,826,822,0,0,8,0,0,0,914,244,236,0,0,2,0,0,0,111107,29658,32012,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179470,5.97
2CEQ,2CEQ_ligand,5045,1344,1372,0,0,22,0,0,0,913,245,232,0,0,2,0,0,0,108411,29196,31404,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178695,7.28
2CER,2CER_ligand,7501,1971,2074,0,0,25,0,0,0,917,248,237,0,0,2,0,0,0,97478,26240,28032,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165176,9.22
2QWB,2QWB_ligand,4525,1532,1522,0,0,2,0,0,0,521,178,170,0,0,0,0,0,0,48000,13788,15002,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85778,2.74
2QWD,2QWD_ligand,3573,1253,1194,0,0,2,0,0,0,609,207,198,0,0,0,0,0,0,48146,13851,15039,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84616,4.85
2QWE,2QWE_ligand,3752,1313,1255,0,0,3,0,0,0,1003,329,336,0,0,2,0,0,0,47822,13732,14932,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85021,7.48
2J77,2J77_ligand,3118,861,861,0,0,14,0,0,0,464,126,124,0,0,2,0,0,0,67604,17904,18914,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110216,4.89
2J78,2J78_ligand,3450,932,961,0,0,18,0,0,0,915,233,236,0,0,4,0,0,0,136015,36417,38888,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218457,6.42
2CET,2CET_ligand,7416,1940,1913,0,0,34,0,0,0,913,245,236,0,0,4,0,0,0,72936,19366,20606,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125860,8.02
1M0N,1M0N_ligand,2094,664,744,0,0,26,0,0,0,359,115,125,0,0,4,0,0,0,27152,7484,8002,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,290,93,106,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47503,2.22
1ZC9,1ZC9_ligand,1421,452,500,0,0,16,0,0,0,352,107,123,0,0,4,0,0,0,32679,9119,9691,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,144,44,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54995,3.22
1M0Q,1M0Q_ligand,1721,543,606,0,0,20,0,0,0,351,112,126,0,0,4,0,0,0,28457,7886,8418,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,297,93,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48980,3.89
2FDP,2FDP_ligand,17116,4595,5276,0,0,22,0,0,0,2204,570,691,0,0,6,0,0,0,18151,4610,5347,0,0,137,0,0,0,523,130,149,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59529,7.59
1FKN,1FKN_ligand,4331,1115,1374,0,0,12,0,0,0,413,111,139,0,0,2,0,0,0,70779,18694,21220,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118609,8.8
2G94,2G94_ligand,20332,5356,6274,0,0,48,0,0,0,4022,1057,1299,0,0,12,0,0,0,125296,33325,37738,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,163,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236330,9.52
1V16,1V16_ligand,3271,966,1018,0,0,46,0,0,0,659,187,198,0,0,12,0,0,0,71673,19572,21071,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,354,106,117,0,0,4,0,0,0,120,41,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120126,3.87
1OLU,1OLU_ligand,2850,797,899,0,0,35,0,0,0,379,117,127,0,0,6,0,0,0,68232,18590,20243,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,339,96,116,0,0,4,0,0,0,114,38,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113666,4.41
1OLS,1OLS_ligand,1818,541,595,0,0,24,0,0,0,414,135,137,0,0,6,0,0,0,60555,16453,17774,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,393,119,132,0,0,4,0,0,0,144,46,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99911,5.82
1TOK,1TOK_ligand,7986,2264,2102,0,0,98,0,0,0,1336,365,350,0,0,20,0,0,0,48240,13334,14026,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,465,128,120,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91207,2.47
1TOJ,1TOJ_ligand,4422,1250,1108,0,0,58,0,0,0,614,167,160,0,0,11,0,0,0,21579,5868,6151,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,175,49,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41822,3.39
1TOI,1TOI_ligand,4459,1239,1094,0,0,56,0,0,0,619,167,155,0,0,11,0,0,0,31209,8518,9004,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,177,48,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57039,4.05
1N2V,1N2V_ligand,1619,435,485,0,0,46,0,0,0,798,205,249,0,0,20,0,0,0,32153,9271,9585,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55208,4.08
1K4G,1K4G_ligand,2167,572,617,0,0,62,0,0,0,1135,284,336,0,0,30,0,0,0,40701,11869,12269,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,49,56,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70771,5.85
1S39,1S39_ligand,1533,401,459,0,0,43,0,0,0,626,155,193,0,0,14,0,0,0,20932,5952,6102,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36623,7.7
1KV1,1KV1_ligand,3032,783,777,0,0,18,0,0,0,771,195,199,0,0,4,0,0,0,9843,2552,2685,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20930,5.94
2BAK,2BAK_ligand,5337,1358,1442,0,0,52,0,0,0,1197,308,327,0,0,12,0,0,0,11073,2910,3057,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27143,7.43
2BAJ,2BAJ_ligand,4049,1075,1050,0,0,26,0,0,0,813,213,205,0,0,4,0,0,0,13791,3688,3781,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28764,8.4
1NDW,1NDW_ligand,2791,707,667,0,0,52,0,0,0,648,168,168,0,0,14,0,0,0,50374,13377,15080,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84383,5.23
1NDY,1NDY_ligand,3579,883,878,0,0,66,0,0,0,655,169,166,0,0,15,0,0,0,46656,12410,14099,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79893,6.17
1NDZ,1NDZ_ligand,5062,1272,1333,0,0,81,0,0,0,1380,357,364,0,0,26,0,0,0,52464,13991,15860,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92514,8.11
2HDQ,2HDQ_ligand,8029,2304,2363,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,64706,17241,18854,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,451,462,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116211,1.4
1L2S,1L2S_ligand,5518,1669,1826,0,0,3,0,0,0,551,164,182,0,0,0,0,0,0,49396,13004,14233,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,311,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88440,4.59
1XGJ,1XGJ_ligand,3427,1141,1226,0,0,0,0,0,0,334,105,126,0,0,0,0,0,0,67298,17832,19466,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,202,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112226,6
1Q8T,1Q8T_ligand,3832,999,1125,0,0,31,0,0,0,873,233,249,0,0,6,0,0,0,28214,7448,7883,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,225,71,73,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51391,4.76
1YDT,1YDT_ligand,4779,1216,1424,0,0,56,0,0,0,861,223,241,0,0,6,0,0,0,5306,1445,1595,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,199,62,61,0,0,2,0,0,0,214,58,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17861,7.32
1RE8,1RE8_ligand,6393,1577,1902,0,0,71,0,0,0,610,147,177,0,0,7,0,0,0,32567,8417,9202,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,196,59,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61524,9.52
1G7Q,1G7Q_ligand,989,330,340,0,0,5,0,0,0,97,32,29,0,0,0,0,0,0,30304,8250,8872,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49494,6.06
1FZJ,1FZJ_ligand,4043,1177,1152,0,0,35,0,0,0,256,69,70,0,0,0,0,0,0,41697,11281,12191,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,215,66,65,0,0,3,0,0,0,118,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72798,8.1
1FZK,1FZK_ligand,4202,1246,1170,0,0,36,0,0,0,256,68,69,0,0,0,0,0,0,47854,13076,13971,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,214,64,64,0,0,3,0,0,0,115,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82810,8.4
1M2Q,1M2Q_ligand,2630,700,677,0,0,19,0,0,0,211,52,56,0,0,2,0,0,0,22381,5953,6068,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38891,6.1
1OM1,1OM1_ligand,3391,896,897,0,0,30,0,0,0,410,113,108,0,0,3,0,0,0,31681,8307,8645,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54663,6.77
1ZOE,1ZOE_ligand,1980,529,549,0,0,18,0,0,0,588,155,146,0,0,3,0,0,0,30845,8187,8364,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,34,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51773,7.4
2AZR,2AZR_ligand,1531,521,473,0,0,18,0,0,0,120,47,40,0,0,2,0,0,0,26103,7257,7566,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,48,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44201,3.64
1G7F,1G7F_ligand,2560,909,794,0,0,41,0,0,0,212,83,63,0,0,5,0,0,0,48370,13577,14259,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81356,5.47
1NNY,1NNY_ligand,5104,1623,1560,0,0,71,0,0,0,322,108,100,0,0,5,0,0,0,23153,6429,6625,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45346,7.66
